"year","percentile","contraceptive_use_modern","Region","Population"
1978,"50%",0.021938598961421,"Kogi","ALL"
1979,"50%",0.0235819071716233,"Kogi","ALL"
1980,"50%",0.0256574412954991,"Kogi","ALL"
1981,"50%",0.0276636315890222,"Kogi","ALL"
1982,"50%",0.0295451573455988,"Kogi","ALL"
1983,"50%",0.0320959582503265,"Kogi","ALL"
1984,"50%",0.0341066913118657,"Kogi","ALL"
1985,"50%",0.0365621136091658,"Kogi","ALL"
1986,"50%",0.0393052569346301,"Kogi","ALL"
1987,"50%",0.0418371389094848,"Kogi","ALL"
1988,"50%",0.0439003981673991,"Kogi","ALL"
1989,"50%",0.0469799943137227,"Kogi","ALL"
1990,"50%",0.0499720549513602,"Kogi","ALL"
1991,"50%",0.0540334368509967,"Kogi","ALL"
1992,"50%",0.0569626767412287,"Kogi","ALL"
1993,"50%",0.0598339674372138,"Kogi","ALL"
1994,"50%",0.0635252391855439,"Kogi","ALL"
1995,"50%",0.067525829718514,"Kogi","ALL"
1996,"50%",0.0718528746692229,"Kogi","ALL"
1997,"50%",0.0757691202800383,"Kogi","ALL"
1998,"50%",0.079197528983612,"Kogi","ALL"
1999,"50%",0.0835463736702163,"Kogi","ALL"
2000,"50%",0.0871445319116945,"Kogi","ALL"
2001,"50%",0.0910933513138633,"Kogi","ALL"
2002,"50%",0.0934264013325955,"Kogi","ALL"
2003,"50%",0.0942642051485913,"Kogi","ALL"
2004,"50%",0.0920993249756093,"Kogi","ALL"
2005,"50%",0.0884972561320817,"Kogi","ALL"
2006,"50%",0.0843468434952891,"Kogi","ALL"
2007,"50%",0.0809115554823008,"Kogi","ALL"
2008,"50%",0.0795420464296487,"Kogi","ALL"
2009,"50%",0.0820106084941101,"Kogi","ALL"
2010,"50%",0.0850503093900288,"Kogi","ALL"
2011,"50%",0.0885724409819338,"Kogi","ALL"
2012,"50%",0.0917221223001395,"Kogi","ALL"
2013,"50%",0.094866310416183,"Kogi","ALL"
2014,"50%",0.0976015731159841,"Kogi","ALL"
2015,"50%",0.10110626801433,"Kogi","ALL"
2016,"50%",0.106477616660485,"Kogi","ALL"
2017,"50%",0.113575328517859,"Kogi","ALL"
2018,"50%",0.119671671268479,"Kogi","ALL"
2019,"50%",0.126835282918193,"Kogi","ALL"
2020,"50%",0.13300305926958,"Kogi","ALL"
2021,"50%",0.140036060274356,"Kogi","ALL"
2022,"50%",0.146869264582999,"Kogi","ALL"
2023,"50%",0.152647524760783,"Kogi","ALL"
2024,"50%",0.157622133494803,"Kogi","ALL"
2025,"50%",0.163917514468861,"Kogi","ALL"
2026,"50%",0.169389946351755,"Kogi","ALL"
2027,"50%",0.174686882061041,"Kogi","ALL"
2028,"50%",0.180252059546396,"Kogi","ALL"
2029,"50%",0.186175158495903,"Kogi","ALL"
2030,"50%",0.191541054918563,"Kogi","ALL"
1970,"50%",0.0109344435422469,"Kwara","ALL"
1971,"50%",0.0120378391172578,"Kwara","ALL"
1972,"50%",0.0129800419806348,"Kwara","ALL"
1973,"50%",0.0140363533315729,"Kwara","ALL"
1974,"50%",0.015401358564353,"Kwara","ALL"
1975,"50%",0.0167877801736623,"Kwara","ALL"
1976,"50%",0.0184619964484153,"Kwara","ALL"
1977,"50%",0.0199202485201034,"Kwara","ALL"
1978,"50%",0.021432666351847,"Kwara","ALL"
1979,"50%",0.0229941465560696,"Kwara","ALL"
1980,"50%",0.0247487703299664,"Kwara","ALL"
1981,"50%",0.0270167813924422,"Kwara","ALL"
1982,"50%",0.0293947314951125,"Kwara","ALL"
1983,"50%",0.0320839883688706,"Kwara","ALL"
1984,"50%",0.0341223081755467,"Kwara","ALL"
1985,"50%",0.036850653186796,"Kwara","ALL"
1986,"50%",0.0398505497818579,"Kwara","ALL"
1987,"50%",0.0428575872408442,"Kwara","ALL"
1988,"50%",0.045842902375378,"Kwara","ALL"
1989,"50%",0.048688509193629,"Kwara","ALL"
1990,"50%",0.0521843719374922,"Kwara","ALL"
1991,"50%",0.0559385337542307,"Kwara","ALL"
1992,"50%",0.0603406467201468,"Kwara","ALL"
1993,"50%",0.0644566437948763,"Kwara","ALL"
1994,"50%",0.0695430190208247,"Kwara","ALL"
1995,"50%",0.0748212067258136,"Kwara","ALL"
1996,"50%",0.0797920733803288,"Kwara","ALL"
1997,"50%",0.0842539574382958,"Kwara","ALL"
1998,"50%",0.0896355837063029,"Kwara","ALL"
1999,"50%",0.0949115209227208,"Kwara","ALL"
2000,"50%",0.0999421585772408,"Kwara","ALL"
2001,"50%",0.105809038019087,"Kwara","ALL"
2002,"50%",0.110679077637183,"Kwara","ALL"
2003,"50%",0.115625622425745,"Kwara","ALL"
2004,"50%",0.120946788780669,"Kwara","ALL"
2005,"50%",0.12629543747759,"Kwara","ALL"
2006,"50%",0.131484652062721,"Kwara","ALL"
2007,"50%",0.137383426483936,"Kwara","ALL"
2008,"50%",0.146848077285312,"Kwara","ALL"
2009,"50%",0.16061076469164,"Kwara","ALL"
2010,"50%",0.17566322980571,"Kwara","ALL"
2011,"50%",0.190144658608583,"Kwara","ALL"
2012,"50%",0.204718555278595,"Kwara","ALL"
2013,"50%",0.212921326895166,"Kwara","ALL"
2014,"50%",0.208422907591647,"Kwara","ALL"
2015,"50%",0.198784704941638,"Kwara","ALL"
2016,"50%",0.186806562886783,"Kwara","ALL"
2017,"50%",0.175479581725784,"Kwara","ALL"
2018,"50%",0.166717750749785,"Kwara","ALL"
2019,"50%",0.166412519437447,"Kwara","ALL"
2020,"50%",0.169090242199559,"Kwara","ALL"
2021,"50%",0.174312292594101,"Kwara","ALL"
2022,"50%",0.179939964899294,"Kwara","ALL"
2023,"50%",0.186384758987642,"Kwara","ALL"
2024,"50%",0.193442337524241,"Kwara","ALL"
2025,"50%",0.197942921388924,"Kwara","ALL"
2026,"50%",0.2054178742225,"Kwara","ALL"
2027,"50%",0.210418350041735,"Kwara","ALL"
2028,"50%",0.21581056330642,"Kwara","ALL"
2029,"50%",0.222769901929025,"Kwara","ALL"
2030,"50%",0.227641319009743,"Kwara","ALL"
1970,"50%",0.0183776870123887,"Lagos","ALL"
1971,"50%",0.0201506387120686,"Lagos","ALL"
1972,"50%",0.0215770694860021,"Lagos","ALL"
1973,"50%",0.0232250640469261,"Lagos","ALL"
1974,"50%",0.0251469772867307,"Lagos","ALL"
1975,"50%",0.0270465506366545,"Lagos","ALL"
1976,"50%",0.0294071097707962,"Lagos","ALL"
1977,"50%",0.0316342185400438,"Lagos","ALL"
1978,"50%",0.0340440216913222,"Lagos","ALL"
1979,"50%",0.0368924884786424,"Lagos","ALL"
1980,"50%",0.0402326433270743,"Lagos","ALL"
1981,"50%",0.0428569202376006,"Lagos","ALL"
1982,"50%",0.0457852487622853,"Lagos","ALL"
1983,"50%",0.0490325169318242,"Lagos","ALL"
1984,"50%",0.0525012456193023,"Lagos","ALL"
1985,"50%",0.0560667444098844,"Lagos","ALL"
1986,"50%",0.0599692170991302,"Lagos","ALL"
1987,"50%",0.064536393987441,"Lagos","ALL"
1988,"50%",0.0688702733675498,"Lagos","ALL"
1989,"50%",0.0738651622362353,"Lagos","ALL"
1990,"50%",0.0789459212856499,"Lagos","ALL"
1991,"50%",0.085176621818467,"Lagos","ALL"
1992,"50%",0.0917373031793826,"Lagos","ALL"
1993,"50%",0.0988570530438875,"Lagos","ALL"
1994,"50%",0.106650626392809,"Lagos","ALL"
1995,"50%",0.114386577870856,"Lagos","ALL"
1996,"50%",0.123674115493319,"Lagos","ALL"
1997,"50%",0.132508415676638,"Lagos","ALL"
1998,"50%",0.141935227445621,"Lagos","ALL"
1999,"50%",0.151935620730719,"Lagos","ALL"
2000,"50%",0.161432695466978,"Lagos","ALL"
2001,"50%",0.170674070662193,"Lagos","ALL"
2002,"50%",0.181286417784965,"Lagos","ALL"
2003,"50%",0.191104148799303,"Lagos","ALL"
2004,"50%",0.199374903563246,"Lagos","ALL"
2005,"50%",0.206567199239122,"Lagos","ALL"
2006,"50%",0.213695022743472,"Lagos","ALL"
2007,"50%",0.218856133233612,"Lagos","ALL"
2008,"50%",0.222082495435331,"Lagos","ALL"
2009,"50%",0.221565533035419,"Lagos","ALL"
2010,"50%",0.217951609761445,"Lagos","ALL"
2011,"50%",0.214568806200382,"Lagos","ALL"
2012,"50%",0.2166133411356,"Lagos","ALL"
2013,"50%",0.218610836635929,"Lagos","ALL"
2014,"50%",0.220769081260906,"Lagos","ALL"
2015,"50%",0.221355896266252,"Lagos","ALL"
2016,"50%",0.22271306660704,"Lagos","ALL"
2017,"50%",0.229944328042719,"Lagos","ALL"
2018,"50%",0.238733615767029,"Lagos","ALL"
2019,"50%",0.247639892122777,"Lagos","ALL"
2020,"50%",0.256952764831444,"Lagos","ALL"
2021,"50%",0.264868157151342,"Lagos","ALL"
2022,"50%",0.272788794308126,"Lagos","ALL"
2023,"50%",0.280891502019491,"Lagos","ALL"
2024,"50%",0.285571307036844,"Lagos","ALL"
2025,"50%",0.292505722528244,"Lagos","ALL"
2026,"50%",0.298195585165261,"Lagos","ALL"
2027,"50%",0.304256885187395,"Lagos","ALL"
2028,"50%",0.310665052051457,"Lagos","ALL"
2029,"50%",0.315651236894335,"Lagos","ALL"
2030,"50%",0.321325698939921,"Lagos","ALL"
1970,"50%",0.00831371727564353,"Nasarawa","ALL"
1971,"50%",0.00916850644515547,"Nasarawa","ALL"
1972,"50%",0.0099714193802966,"Nasarawa","ALL"
1973,"50%",0.0108495350330279,"Nasarawa","ALL"
1974,"50%",0.0120223304168093,"Nasarawa","ALL"
1975,"50%",0.0131490670329184,"Nasarawa","ALL"
1976,"50%",0.0142972118049909,"Nasarawa","ALL"
1977,"50%",0.0156147308506306,"Nasarawa","ALL"
1978,"50%",0.0168367012625637,"Nasarawa","ALL"
1979,"50%",0.0183800462267579,"Nasarawa","ALL"
1980,"50%",0.020200652155936,"Nasarawa","ALL"
1981,"50%",0.0220845723626097,"Nasarawa","ALL"
1982,"50%",0.0239200139072386,"Nasarawa","ALL"
1983,"50%",0.026042750838446,"Nasarawa","ALL"
1984,"50%",0.0278958756091812,"Nasarawa","ALL"
1985,"50%",0.0300589626950125,"Nasarawa","ALL"
1986,"50%",0.0322260061657236,"Nasarawa","ALL"
1987,"50%",0.0346409190427651,"Nasarawa","ALL"
1988,"50%",0.0369771892635387,"Nasarawa","ALL"
1989,"50%",0.0401641675586784,"Nasarawa","ALL"
1990,"50%",0.0430301412651598,"Nasarawa","ALL"
1991,"50%",0.0462277507028276,"Nasarawa","ALL"
1992,"50%",0.0495039790777485,"Nasarawa","ALL"
1993,"50%",0.05283597087594,"Nasarawa","ALL"
1994,"50%",0.056186835755557,"Nasarawa","ALL"
1995,"50%",0.0595229641633858,"Nasarawa","ALL"
1996,"50%",0.0633821272640945,"Nasarawa","ALL"
1997,"50%",0.0668423420618947,"Nasarawa","ALL"
1998,"50%",0.0701905752041578,"Nasarawa","ALL"
1999,"50%",0.0734272943703658,"Nasarawa","ALL"
2000,"50%",0.0767396760922121,"Nasarawa","ALL"
2001,"50%",0.0804184248348733,"Nasarawa","ALL"
2002,"50%",0.084003268059359,"Nasarawa","ALL"
2003,"50%",0.0872453667233728,"Nasarawa","ALL"
2004,"50%",0.0914885206761044,"Nasarawa","ALL"
2005,"50%",0.0954082300301235,"Nasarawa","ALL"
2006,"50%",0.0993266555556682,"Nasarawa","ALL"
2007,"50%",0.103921347911683,"Nasarawa","ALL"
2008,"50%",0.10975269412587,"Nasarawa","ALL"
2009,"50%",0.116144511257133,"Nasarawa","ALL"
2010,"50%",0.122174282208385,"Nasarawa","ALL"
2011,"50%",0.129075166643746,"Nasarawa","ALL"
2012,"50%",0.136239660930751,"Nasarawa","ALL"
2013,"50%",0.142398625956425,"Nasarawa","ALL"
2014,"50%",0.144927278412582,"Nasarawa","ALL"
2015,"50%",0.145206094311509,"Nasarawa","ALL"
2016,"50%",0.144595952212242,"Nasarawa","ALL"
2017,"50%",0.143217018294844,"Nasarawa","ALL"
2018,"50%",0.142857058094767,"Nasarawa","ALL"
2019,"50%",0.14568663335805,"Nasarawa","ALL"
2020,"50%",0.150307646758799,"Nasarawa","ALL"
2021,"50%",0.15583665896757,"Nasarawa","ALL"
2022,"50%",0.160900581373349,"Nasarawa","ALL"
2023,"50%",0.166288197387086,"Nasarawa","ALL"
2024,"50%",0.172267709497511,"Nasarawa","ALL"
2025,"50%",0.177602762229039,"Nasarawa","ALL"
2026,"50%",0.183838351464988,"Nasarawa","ALL"
2027,"50%",0.187957962453966,"Nasarawa","ALL"
2028,"50%",0.193145594585904,"Nasarawa","ALL"
2029,"50%",0.200208586886712,"Nasarawa","ALL"
2030,"50%",0.205165084428526,"Nasarawa","ALL"
1970,"50%",0.00583057302620084,"Niger","ALL"
1971,"50%",0.00632844718045444,"Niger","ALL"
1972,"50%",0.00693923586210961,"Niger","ALL"
1973,"50%",0.00756754470182619,"Niger","ALL"
1974,"50%",0.00820445848244248,"Niger","ALL"
1975,"50%",0.00874739730183132,"Niger","ALL"
1976,"50%",0.00953812787975114,"Niger","ALL"
1977,"50%",0.0103650758211049,"Niger","ALL"
1978,"50%",0.0112160204883505,"Niger","ALL"
1979,"50%",0.0122213161414816,"Niger","ALL"
1980,"50%",0.0131570873978745,"Niger","ALL"
1981,"50%",0.0142490770988825,"Niger","ALL"
1982,"50%",0.0152376320643361,"Niger","ALL"
1983,"50%",0.0165549817937144,"Niger","ALL"
1984,"50%",0.0179251493687841,"Niger","ALL"
1985,"50%",0.0193790653243477,"Niger","ALL"
1986,"50%",0.020870306453377,"Niger","ALL"
1987,"50%",0.0226909743520201,"Niger","ALL"
1988,"50%",0.0240104338377455,"Niger","ALL"
1989,"50%",0.0254464515052827,"Niger","ALL"
1990,"50%",0.0273093194409425,"Niger","ALL"
1991,"50%",0.0288955830846429,"Niger","ALL"
1992,"50%",0.0304528231246746,"Niger","ALL"
1993,"50%",0.0322386941259722,"Niger","ALL"
1994,"50%",0.0342029021254344,"Niger","ALL"
1995,"50%",0.036279443748472,"Niger","ALL"
1996,"50%",0.0385327022504078,"Niger","ALL"
1997,"50%",0.0400162632479279,"Niger","ALL"
1998,"50%",0.0417006337407938,"Niger","ALL"
1999,"50%",0.0435488721317312,"Niger","ALL"
2000,"50%",0.0451885736432332,"Niger","ALL"
2001,"50%",0.0473891024975424,"Niger","ALL"
2002,"50%",0.0494390280217643,"Niger","ALL"
2003,"50%",0.0518691133357522,"Niger","ALL"
2004,"50%",0.0551006482477817,"Niger","ALL"
2005,"50%",0.0572844841878394,"Niger","ALL"
2006,"50%",0.0601300741864021,"Niger","ALL"
2007,"50%",0.0627544209318783,"Niger","ALL"
2008,"50%",0.0634479008552502,"Niger","ALL"
2009,"50%",0.0657530352282417,"Niger","ALL"
2010,"50%",0.0675833989098145,"Niger","ALL"
2011,"50%",0.0703761271985173,"Niger","ALL"
2012,"50%",0.0728625919582244,"Niger","ALL"
2013,"50%",0.0752243732397549,"Niger","ALL"
2014,"50%",0.0775821714427858,"Niger","ALL"
2015,"50%",0.0803520135072489,"Niger","ALL"
2016,"50%",0.082531267210487,"Niger","ALL"
2017,"50%",0.0844257856790925,"Niger","ALL"
2018,"50%",0.0858315815547295,"Niger","ALL"
2019,"50%",0.088324521883131,"Niger","ALL"
2020,"50%",0.0916187739625252,"Niger","ALL"
2021,"50%",0.0946817889682104,"Niger","ALL"
2022,"50%",0.0991052205441903,"Niger","ALL"
2023,"50%",0.102828754900899,"Niger","ALL"
2024,"50%",0.105999240863101,"Niger","ALL"
2025,"50%",0.109314578394746,"Niger","ALL"
2026,"50%",0.114083141264818,"Niger","ALL"
2027,"50%",0.117746949310042,"Niger","ALL"
2028,"50%",0.122834622288506,"Niger","ALL"
2029,"50%",0.127312027732635,"Niger","ALL"
2030,"50%",0.132008366760366,"Niger","ALL"
1970,"50%",0.00918835335101919,"Ogun","ALL"
1971,"50%",0.00981178448976964,"Ogun","ALL"
1972,"50%",0.010756469443638,"Ogun","ALL"
1973,"50%",0.0115120328355506,"Ogun","ALL"
1974,"50%",0.0125321174518694,"Ogun","ALL"
1975,"50%",0.0135915229001159,"Ogun","ALL"
1976,"50%",0.0146826580724762,"Ogun","ALL"
1977,"50%",0.0158278150711932,"Ogun","ALL"
1978,"50%",0.0171233590554715,"Ogun","ALL"
1979,"50%",0.0185368626879804,"Ogun","ALL"
1980,"50%",0.0195790664008001,"Ogun","ALL"
1981,"50%",0.0213933003354318,"Ogun","ALL"
1982,"50%",0.0233070532967919,"Ogun","ALL"
1983,"50%",0.0252530951583738,"Ogun","ALL"
1984,"50%",0.0269638907959445,"Ogun","ALL"
1985,"50%",0.0289185122284576,"Ogun","ALL"
1986,"50%",0.0308207829255124,"Ogun","ALL"
1987,"50%",0.0328648722129099,"Ogun","ALL"
1988,"50%",0.0355710987668681,"Ogun","ALL"
1989,"50%",0.0381935966960252,"Ogun","ALL"
1990,"50%",0.0412134076381284,"Ogun","ALL"
1991,"50%",0.044184898504312,"Ogun","ALL"
1992,"50%",0.0477145203239282,"Ogun","ALL"
1993,"50%",0.05108361059218,"Ogun","ALL"
1994,"50%",0.0548140645403707,"Ogun","ALL"
1995,"50%",0.059199861270169,"Ogun","ALL"
1996,"50%",0.0630119052088655,"Ogun","ALL"
1997,"50%",0.0669084710642814,"Ogun","ALL"
1998,"50%",0.0708689690827472,"Ogun","ALL"
1999,"50%",0.074961457185116,"Ogun","ALL"
2000,"50%",0.0795074955361146,"Ogun","ALL"
2001,"50%",0.0830865896064005,"Ogun","ALL"
2002,"50%",0.0874102029402508,"Ogun","ALL"
2003,"50%",0.0923098807838159,"Ogun","ALL"
2004,"50%",0.0994540575743255,"Ogun","ALL"
2005,"50%",0.106971993840128,"Ogun","ALL"
2006,"50%",0.114561437473423,"Ogun","ALL"
2007,"50%",0.120931256099851,"Ogun","ALL"
2008,"50%",0.126787536145467,"Ogun","ALL"
2009,"50%",0.136130910932562,"Ogun","ALL"
2010,"50%",0.147629365073059,"Ogun","ALL"
2011,"50%",0.160210621547451,"Ogun","ALL"
2012,"50%",0.16985893086319,"Ogun","ALL"
2013,"50%",0.177252336907417,"Ogun","ALL"
2014,"50%",0.177053818451053,"Ogun","ALL"
2015,"50%",0.174329289824418,"Ogun","ALL"
2016,"50%",0.170592099082265,"Ogun","ALL"
2017,"50%",0.166752629623345,"Ogun","ALL"
2018,"50%",0.161849322683865,"Ogun","ALL"
2019,"50%",0.16791697543408,"Ogun","ALL"
2020,"50%",0.174445476293197,"Ogun","ALL"
2021,"50%",0.181899398482283,"Ogun","ALL"
2022,"50%",0.188468665638237,"Ogun","ALL"
2023,"50%",0.195737732436275,"Ogun","ALL"
2024,"50%",0.201435902190209,"Ogun","ALL"
2025,"50%",0.208458550929479,"Ogun","ALL"
2026,"50%",0.215179705801348,"Ogun","ALL"
2027,"50%",0.222074279548842,"Ogun","ALL"
2028,"50%",0.230176049203915,"Ogun","ALL"
2029,"50%",0.237473555077143,"Ogun","ALL"
2030,"50%",0.242802611063181,"Ogun","ALL"
1970,"50%",0.012151419083646,"Ondo","ALL"
1971,"50%",0.0133353482762326,"Ondo","ALL"
1972,"50%",0.0144979121589003,"Ondo","ALL"
1973,"50%",0.0155966648143516,"Ondo","ALL"
1974,"50%",0.0170404268518119,"Ondo","ALL"
1975,"50%",0.0186524329374521,"Ondo","ALL"
1976,"50%",0.020079733988086,"Ondo","ALL"
1977,"50%",0.0220675884953426,"Ondo","ALL"
1978,"50%",0.0239472815042191,"Ondo","ALL"
1979,"50%",0.0258706235758721,"Ondo","ALL"
1980,"50%",0.0281619348912019,"Ondo","ALL"
1981,"50%",0.0302180251748283,"Ondo","ALL"
1982,"50%",0.0328749440398447,"Ondo","ALL"
1983,"50%",0.0358817321549955,"Ondo","ALL"
1984,"50%",0.0381955571155078,"Ondo","ALL"
1985,"50%",0.0409049507027186,"Ondo","ALL"
1986,"50%",0.044347524404865,"Ondo","ALL"
1987,"50%",0.0475966130093668,"Ondo","ALL"
1988,"50%",0.0509563564451471,"Ondo","ALL"
1989,"50%",0.0544073567025939,"Ondo","ALL"
1990,"50%",0.0590841171234964,"Ondo","ALL"
1991,"50%",0.0638970782652206,"Ondo","ALL"
1992,"50%",0.0690238061132408,"Ondo","ALL"
1993,"50%",0.0736756599039493,"Ondo","ALL"
1994,"50%",0.0791982803521334,"Ondo","ALL"
1995,"50%",0.0849766746171855,"Ondo","ALL"
1996,"50%",0.0902424564970303,"Ondo","ALL"
1997,"50%",0.096430785797648,"Ondo","ALL"
1998,"50%",0.102972338137956,"Ondo","ALL"
1999,"50%",0.109407417869784,"Ondo","ALL"
2000,"50%",0.115224430166564,"Ondo","ALL"
2001,"50%",0.12178700847061,"Ondo","ALL"
2002,"50%",0.127578806689161,"Ondo","ALL"
2003,"50%",0.132590015890165,"Ondo","ALL"
2004,"50%",0.136756729891406,"Ondo","ALL"
2005,"50%",0.139412005049221,"Ondo","ALL"
2006,"50%",0.141318600173772,"Ondo","ALL"
2007,"50%",0.143590932787095,"Ondo","ALL"
2008,"50%",0.14706773584427,"Ondo","ALL"
2009,"50%",0.155059777906495,"Ondo","ALL"
2010,"50%",0.163366879482012,"Ondo","ALL"
2011,"50%",0.170189411262915,"Ondo","ALL"
2012,"50%",0.173087780956938,"Ondo","ALL"
2013,"50%",0.174514477413576,"Ondo","ALL"
2014,"50%",0.174438963360261,"Ondo","ALL"
2015,"50%",0.173062750080877,"Ondo","ALL"
2016,"50%",0.170811686849274,"Ondo","ALL"
2017,"50%",0.168106703685224,"Ondo","ALL"
2018,"50%",0.167491191433318,"Ondo","ALL"
2019,"50%",0.169985628380989,"Ondo","ALL"
2020,"50%",0.175413698935632,"Ondo","ALL"
2021,"50%",0.18209783128312,"Ondo","ALL"
2022,"50%",0.18736998494581,"Ondo","ALL"
2023,"50%",0.193275371619194,"Ondo","ALL"
2024,"50%",0.200116829678527,"Ondo","ALL"
2025,"50%",0.206902954946841,"Ondo","ALL"
2026,"50%",0.212307037508726,"Ondo","ALL"
2027,"50%",0.218219261874913,"Ondo","ALL"
2028,"50%",0.223895031166705,"Ondo","ALL"
2029,"50%",0.22897047732531,"Ondo","ALL"
2030,"50%",0.234685133990673,"Ondo","ALL"
1970,"50%",0.0134704124411226,"Osun","ALL"
1971,"50%",0.0145828817589396,"Osun","ALL"
1972,"50%",0.0161257010943452,"Osun","ALL"
1973,"50%",0.0177536292436351,"Osun","ALL"
1974,"50%",0.0193900467592522,"Osun","ALL"
1975,"50%",0.0210532311517445,"Osun","ALL"
1976,"50%",0.0227824206138588,"Osun","ALL"
1977,"50%",0.0246144215919216,"Osun","ALL"
1978,"50%",0.0270964307919425,"Osun","ALL"
1979,"50%",0.0292530244741035,"Osun","ALL"
1980,"50%",0.0315087781682262,"Osun","ALL"
1981,"50%",0.0338383641611885,"Osun","ALL"
1982,"50%",0.0365188186674006,"Osun","ALL"
1983,"50%",0.0395597152167744,"Osun","ALL"
1984,"50%",0.0431418488226335,"Osun","ALL"
1985,"50%",0.0463229565458511,"Osun","ALL"
1986,"50%",0.0496336195979955,"Osun","ALL"
1987,"50%",0.0531797692393051,"Osun","ALL"
1988,"50%",0.0574660440406099,"Osun","ALL"
1989,"50%",0.0613670813891671,"Osun","ALL"
1990,"50%",0.0654330859305228,"Osun","ALL"
1991,"50%",0.0701147559401446,"Osun","ALL"
1992,"50%",0.0758141375678154,"Osun","ALL"
1993,"50%",0.0818599927051035,"Osun","ALL"
1994,"50%",0.0881290465254568,"Osun","ALL"
1995,"50%",0.0942728278489526,"Osun","ALL"
1996,"50%",0.100695967601513,"Osun","ALL"
1997,"50%",0.107468995052609,"Osun","ALL"
1998,"50%",0.115072690529263,"Osun","ALL"
1999,"50%",0.122656860297289,"Osun","ALL"
2000,"50%",0.130362694731286,"Osun","ALL"
2001,"50%",0.139153071946222,"Osun","ALL"
2002,"50%",0.146996962663021,"Osun","ALL"
2003,"50%",0.156551001688822,"Osun","ALL"
2004,"50%",0.167251250852495,"Osun","ALL"
2005,"50%",0.179049050708973,"Osun","ALL"
2006,"50%",0.191185041960403,"Osun","ALL"
2007,"50%",0.202690183362098,"Osun","ALL"
2008,"50%",0.214568229274371,"Osun","ALL"
2009,"50%",0.225366529990319,"Osun","ALL"
2010,"50%",0.233457795497477,"Osun","ALL"
2011,"50%",0.240136105109883,"Osun","ALL"
2012,"50%",0.24480181094,"Osun","ALL"
2013,"50%",0.246871094395068,"Osun","ALL"
2014,"50%",0.244222401996296,"Osun","ALL"
2015,"50%",0.238689217912278,"Osun","ALL"
2016,"50%",0.23342649647133,"Osun","ALL"
2017,"50%",0.230396674197415,"Osun","ALL"
2018,"50%",0.22976240819545,"Osun","ALL"
2019,"50%",0.233398361996962,"Osun","ALL"
2020,"50%",0.238735439346229,"Osun","ALL"
2021,"50%",0.243502984555414,"Osun","ALL"
2022,"50%",0.250316284396302,"Osun","ALL"
2023,"50%",0.256846235481209,"Osun","ALL"
2024,"50%",0.263519875547921,"Osun","ALL"
2025,"50%",0.271350856390065,"Osun","ALL"
2026,"50%",0.277623049580204,"Osun","ALL"
2027,"50%",0.282497163426966,"Osun","ALL"
2028,"50%",0.288764534110274,"Osun","ALL"
2029,"50%",0.294145180923195,"Osun","ALL"
2030,"50%",0.298100662565608,"Osun","ALL"
1970,"50%",0.0162841136780077,"Oyo","ALL"
1971,"50%",0.017941788133876,"Oyo","ALL"
1972,"50%",0.0199169356991012,"Oyo","ALL"
1973,"50%",0.022374179314692,"Oyo","ALL"
1974,"50%",0.0244018413295566,"Oyo","ALL"
1975,"50%",0.0275324002586579,"Oyo","ALL"
1976,"50%",0.0299574141760155,"Oyo","ALL"
1977,"50%",0.0325453136096662,"Oyo","ALL"
1978,"50%",0.0356449645807905,"Oyo","ALL"
1979,"50%",0.0395894986935554,"Oyo","ALL"
1980,"50%",0.0434138128856184,"Oyo","ALL"
1981,"50%",0.0472492631338294,"Oyo","ALL"
1982,"50%",0.0510484929670657,"Oyo","ALL"
1983,"50%",0.0555909326922555,"Oyo","ALL"
1984,"50%",0.0605856273183678,"Oyo","ALL"
1985,"50%",0.0658814556892024,"Oyo","ALL"
1986,"50%",0.0707286565437447,"Oyo","ALL"
1987,"50%",0.0766376477178117,"Oyo","ALL"
1988,"50%",0.082480393022043,"Oyo","ALL"
1989,"50%",0.0889039621398602,"Oyo","ALL"
1990,"50%",0.0966295914879465,"Oyo","ALL"
1991,"50%",0.104854545002512,"Oyo","ALL"
1992,"50%",0.11318420477855,"Oyo","ALL"
1993,"50%",0.122905174035116,"Oyo","ALL"
1994,"50%",0.132735915924937,"Oyo","ALL"
1995,"50%",0.143311352213679,"Oyo","ALL"
1996,"50%",0.154608652087462,"Oyo","ALL"
1997,"50%",0.164662396665152,"Oyo","ALL"
1998,"50%",0.176915529811106,"Oyo","ALL"
1999,"50%",0.186640579714926,"Oyo","ALL"
2000,"50%",0.198289114052562,"Oyo","ALL"
2001,"50%",0.207637565951586,"Oyo","ALL"
2002,"50%",0.214287316324295,"Oyo","ALL"
2003,"50%",0.217762302759805,"Oyo","ALL"
2004,"50%",0.210115487880217,"Oyo","ALL"
2005,"50%",0.199090965444484,"Oyo","ALL"
2006,"50%",0.187951914863191,"Oyo","ALL"
2007,"50%",0.176371988428653,"Oyo","ALL"
2008,"50%",0.167915915877989,"Oyo","ALL"
2009,"50%",0.170574301487217,"Oyo","ALL"
2010,"50%",0.176829296761306,"Oyo","ALL"
2011,"50%",0.184422230623378,"Oyo","ALL"
2012,"50%",0.194394869319627,"Oyo","ALL"
2013,"50%",0.203314476401673,"Oyo","ALL"
2014,"50%",0.21120579401696,"Oyo","ALL"
2015,"50%",0.215239260592881,"Oyo","ALL"
2016,"50%",0.21497616539706,"Oyo","ALL"
