"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
566,"N","15-49",1973,101435,"Adamawa"
566,"N","15-49",1973,182011,"Akwa Ibom"
566,"N","15-49",1973,177555,"Anambra"
566,"N","15-49",1973,71331,"Bauchi"
566,"N","15-49",1973,52742,"Bayelsa"
566,"N","15-49",1973,159547,"Benue"
566,"N","15-49",1973,138836,"Borno"
566,"N","15-49",1973,130143,"Cross River"
566,"N","15-49",1973,164458,"Delta"
566,"N","15-49",1973,66152,"Ebonyi"
566,"N","15-49",1973,107765,"Edo"
566,"N","15-49",1973,76058,"Ekiti"
566,"N","15-49",1973,186789,"Enugu"
566,"N","15-49",1973,11106,"Abuja"
566,"N","15-49",1973,40393,"Gombe"
566,"N","15-49",1973,164648,"Imo"
566,"N","15-49",1973,72783,"Jigawa"
566,"N","15-49",1973,144773,"Kaduna"
566,"N","15-49",1973,212636,"Kano"
566,"N","15-49",1973,137491,"Katsina"
566,"N","15-49",1973,53689,"Kebbi"
566,"N","15-49",1973,115492,"Kogi"
566,"N","15-49",1973,60138,"Kwara"
566,"N","15-49",1973,455701,"Lagos"
566,"N","15-49",1973,66979,"Nasarawa"
566,"N","15-49",1973,69420,"Niger"
566,"N","15-49",1973,118682,"Ogun"
566,"N","15-49",1973,133127,"Ondo"
566,"N","15-49",1973,111048,"Osun"
566,"N","15-49",1973,137247,"Oyo"
566,"N","15-49",1973,115844,"Plateau"
566,"N","15-49",1973,276329,"Rivers"
566,"N","15-49",1973,54820,"Sokoto"
566,"N","15-49",1973,69581,"Taraba"
566,"N","15-49",1973,45610,"Yobe"
566,"N","15-49",1973,51104,"Zamfara"
566,"Y","15-49",1973,190305,"Abia"
566,"Y","15-49",1973,226198,"Adamawa"
566,"Y","15-49",1973,194745,"Akwa Ibom"
566,"Y","15-49",1973,280771,"Anambra"
566,"Y","15-49",1973,386799,"Bauchi"
566,"Y","15-49",1973,98858,"Bayelsa"
566,"Y","15-49",1973,292044,"Benue"
566,"Y","15-49",1973,256822,"Borno"
566,"Y","15-49",1973,161395,"Cross River"
566,"Y","15-49",1973,238330,"Delta"
566,"Y","15-49",1973,93020,"Ebonyi"
566,"Y","15-49",1973,215176,"Edo"
566,"Y","15-49",1973,166628,"Ekiti"
566,"Y","15-49",1973,202761,"Enugu"
566,"Y","15-49",1973,19331,"Abuja"
566,"Y","15-49",1973,136612,"Gombe"
566,"Y","15-49",1973,231713,"Imo"
566,"Y","15-49",1973,375667,"Jigawa"
566,"Y","15-49",1973,551585,"Kaduna"
566,"Y","15-49",1973,730316,"Kano"
566,"Y","15-49",1973,476032,"Katsina"
566,"Y","15-49",1973,265510,"Kebbi"
566,"Y","15-49",1973,217722,"Kogi"
566,"Y","15-49",1973,147233,"Kwara"
566,"Y","15-49",1973,601609,"Lagos"
566,"Y","15-49",1973,120426,"Nasarawa"
566,"Y","15-49",1973,308067,"Niger"
566,"Y","15-49",1973,244927,"Ogun"
566,"Y","15-49",1973,213828,"Ondo"
566,"Y","15-49",1973,222029,"Osun"
566,"Y","15-49",1973,428253,"Oyo"
566,"Y","15-49",1973,217233,"Plateau"
566,"Y","15-49",1973,347579,"Rivers"
566,"Y","15-49",1973,319891,"Sokoto"
566,"Y","15-49",1973,135914,"Taraba"
566,"Y","15-49",1973,137416,"Yobe"
566,"Y","15-49",1973,268095,"Zamfara"
566,"N","15-49",1974,131944,"Abia"
566,"N","15-49",1974,103751,"Adamawa"
566,"N","15-49",1974,186780,"Akwa Ibom"
566,"N","15-49",1974,181610,"Anambra"
566,"N","15-49",1974,72960,"Bauchi"
566,"N","15-49",1974,53946,"Bayelsa"
566,"N","15-49",1974,163190,"Benue"
566,"N","15-49",1974,142006,"Borno"
566,"N","15-49",1974,133114,"Cross River"
566,"N","15-49",1974,168241,"Delta"
566,"N","15-49",1974,67663,"Ebonyi"
566,"N","15-49",1974,108826,"Edo"
566,"N","15-49",1974,77794,"Ekiti"
566,"N","15-49",1974,191054,"Enugu"
566,"N","15-49",1974,12078,"Abuja"
566,"N","15-49",1974,41315,"Gombe"
566,"N","15-49",1974,168399,"Imo"
566,"N","15-49",1974,74448,"Jigawa"
566,"N","15-49",1974,148078,"Kaduna"
566,"N","15-49",1974,217499,"Kano"
566,"N","15-49",1974,140300,"Katsina"
566,"N","15-49",1974,54912,"Kebbi"
566,"N","15-49",1974,118133,"Kogi"
566,"N","15-49",1974,60922,"Kwara"
566,"N","15-49",1974,466105,"Lagos"
566,"N","15-49",1974,68505,"Nasarawa"
566,"N","15-49",1974,71001,"Niger"
566,"N","15-49",1974,121386,"Ogun"
566,"N","15-49",1974,136159,"Ondo"
566,"N","15-49",1974,113577,"Osun"
566,"N","15-49",1974,140373,"Oyo"
566,"N","15-49",1974,118483,"Plateau"
566,"N","15-49",1974,283197,"Rivers"
