"unit_numeric_code","is_in_union","age_range","mid_year","population_count","region_code"
231,"N","15-49",1982,161928.169160365,"Tigray"
231,"Y","15-49",1982,223097.805107288,"Addis Adaba"
231,"Y","15-49",1982,69463.1768045129,"Afar"
231,"Y","15-49",1982,1419688.79293758,"Amhara"
231,"Y","15-49",1982,72327.9415472809,"Benishangul"
231,"Y","15-49",1982,38527.1199242617,"Dire Dawa"
231,"Y","15-49",1982,27224.9134232606,"Gambela"
231,"Y","15-49",1982,17789.1317118233,"Harari"
231,"Y","15-49",1982,2493338.21475835,"Oromia"
231,"Y","15-49",1982,1273150.0183774,"SNNPR"
231,"Y","15-49",1982,307083.406045349,"Somali"
231,"Y","15-49",1982,399729.479362885,"Tigray"
231,"N","15-49",1983,151592.05454785,"Addis Adaba"
231,"N","15-49",1983,13666.4858522215,"Afar"
231,"N","15-49",1983,458543.589437292,"Amhara"
231,"N","15-49",1983,20265.8440029231,"Benishangul"
231,"N","15-49",1983,18559.7059698254,"Dire Dawa"
231,"N","15-49",1983,9853.27750385469,"Gambela"
231,"N","15-49",1983,6741.75853431547,"Harari"
231,"N","15-49",1983,669758.751172069,"Oromia"
231,"N","15-49",1983,339599.760015704,"SNNPR"
231,"N","15-49",1983,87685.6038936128,"Somali"
231,"N","15-49",1983,166732.169070332,"Tigray"
231,"Y","15-49",1983,228968.466684388,"Addis Adaba"
231,"Y","15-49",1983,71291.0513678393,"Afar"
231,"Y","15-49",1983,1457046.90340456,"Amhara"
231,"Y","15-49",1983,74231.2003766906,"Benishangul"
231,"Y","15-49",1983,39540.9339441124,"Dire Dawa"
231,"Y","15-49",1983,27941.3178410313,"Gambela"
231,"Y","15-49",1983,18257.2401810229,"Harari"
231,"Y","15-49",1983,2558948.65341353,"Oromia"
231,"Y","15-49",1983,1306652.06422307,"SNNPR"
231,"Y","15-49",1983,315164.089546329,"Somali"
231,"Y","15-49",1983,410248.079017423,"Tigray"
231,"N","15-49",1984,156558.78391442,"Addis Adaba"
231,"N","15-49",1984,14114.2516459005,"Afar"
231,"N","15-49",1984,473567.21266282,"Amhara"
231,"N","15-49",1984,20929.8297431247,"Benishangul"
231,"N","15-49",1984,19167.7921716397,"Dire Dawa"
231,"N","15-49",1984,10176.1081619741,"Gambela"
231,"N","15-49",1984,6962.64405628153,"Harari"
231,"N","15-49",1984,691702.582383312,"Oromia"
